Name,key,Style,Style Key,Brewery,ABV,Ave Rating,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
Hoss Oktoberfest Lager,818,Lager - MÃ¤rzen / Oktoberfest,21,Great Divide Brewing Company,6.2,3.76,18,25,31,36,9,42,58,28,1,36,63,34,134
Dogtoberfest,819,Lager - MÃ¤rzen / Oktoberfest,21,Flying Dog Brewery,5.6,3.59,18,25,17,46,7,47,71,19,1,12,69,10,115
Oktoberfest,820,Lager - MÃ¤rzen / Oktoberfest,21,Yuengling Brewery,5.45,3.36,18,25,17,28,11,26,52,7,0,13,33,6,82
Goose Fest Bier,821,Lager - MÃ¤rzen / Oktoberfest,21,Goose Island Beer Co,5.7,3.68,18,25,35,37,8,43,53,14,0,22,68,10,106
Beck's Oktoberfest,822,Lager - MÃ¤rzen / Oktoberfest,21,Brauerei Beck & Co,5,3.41,18,25,13,34,5,29,49,12,0,14,41,5,87
MÃ¤rzen,823,Lager - MÃ¤rzen / Oktoberfest,21,Gordon Biersch Brewery Restaurant,5.7,3.66,18,25,7,30,9,21,52,16,0,12,21,4,72
Munsterfest,824,Lager - MÃ¤rzen / Oktoberfest,21,3 Floyds Brewing Co,6,3.81,18,25,18,46,8,35,47,15,2,26,50,11,95
Oaktoberfest,825,Lager - MÃ¤rzen / Oktoberfest,21,Firestone Walker Brewing Co,5,3.77,18,25,19,39,5,39,52,23,1,26,64,26,95
Warsteiner Premium Oktoberfest,826,Lager - MÃ¤rzen / Oktoberfest,21,Warsteiner Brauerei,5.9,3.48,18,25,18,38,8,30,53,9,2,17,58,7,89
Bob's '47 Oktoberfest,827,Lager - MÃ¤rzen / Oktoberfest,21,Boulevard Brewing Co,5.8,3.68,18,25,6,21,2,16,38,21,0,24,23,5,68
Oktoberfest,828,Lager - MÃ¤rzen / Oktoberfest,21,Summit Brewing Company,6.5,3.65,18,25,12,37,23,36,73,28,2,28,44,10,91
Oktoberfest Bier (Oktoberfest Wiesn),830,Lager - MÃ¤rzen / Oktoberfest,21,Paulaner Brauerei,6,3.88,18,25,40,35,6,41,44,14,7,22,72,12,105
Copper Legend Octoberfest,831,Lager - MÃ¤rzen / Oktoberfest,21,Jack's Abby Brewing,5.7,3.8,18,25,19,33,6,30,56,14,1,13,49,9,86
Atom Smasher,832,Lager - MÃ¤rzen / Oktoberfest,21,Two Brothers Brewing Company,7,3.77,18,25,13,38,17,25,56,10,0,13,29,20,83
Oktoberfest,833,Lager - MÃ¤rzen / Oktoberfest,21,Saint Arnold Brewing Company,6.6,3.66,18,25,11,35,13,27,52,12,2,18,29,2,65
Oktoberfest,834,Lager - MÃ¤rzen / Oktoberfest,21,The Schlafly Tap Room,5.5,3.62,18,25,25,39,4,26,57,20,0,14,42,14,94
Saranac Our Octoberfest German Style Lager,835,Lager - MÃ¤rzen / Oktoberfest,21,Matt Brewing Company / Saranac Brewery,5.4,3.48,18,25,5,34,9,46,49,16,2,18,67,5,79
Oktoberfest,836,Lager - MÃ¤rzen / Oktoberfest,21,Revolution Brewing,5.7,3.79,18,25,21,48,14,53,78,36,1,31,76,13,129
Oktober Fest,837,Lager - MÃ¤rzen / Oktoberfest,21,Stoudts Brewing Co,5,3.62,18,25,15,37,9,37,50,25,0,25,69,3,83
Oktoberfest,838,Lager - MÃ¤rzen / Oktoberfest,21,Blue Point Brewing Company,5.5,3.53,18,25,15,40,2,34,53,9,0,20,46,12,73
Life On MÃ¤rzen,839,Lager - MÃ¤rzen / Oktoberfest,21,Berkshire Brewing Company Inc,6.8,3.99,18,25,9,32,11,33,69,11,0,21,50,15,132
OktoberFish,840,Lager - MÃ¤rzen / Oktoberfest,21,Flying Fish Brewing Company,6,3.55,18,25,8,23,7,15,42,21,0,18,28,2,68
Oktoberfest,841,Lager - MÃ¤rzen / Oktoberfest,21,Sly Fox Brewing Company,6.1,3.69,18,25,19,43,1,36,53,16,0,19,50,6,102
Fest MÃ¤rzen Lager,842,Lager - MÃ¤rzen / Oktoberfest,21,Narragansett Brewing Co,5.5,3.64,18,25,27,35,4,43,42,8,2,8,53,12,110
Schell's Oktoberfest,843,Lager - MÃ¤rzen / Oktoberfest,21,August Schell Brewing Company,5.5,3.65,18,25,22,36,12,32,62,11,0,9,58,13,105
Oktoberfest,844,Lager - MÃ¤rzen / Oktoberfest,21,Capital Brewery,5.5,3.62,18,25,13,36,5,35,67,18,4,23,44,17,123
Oktoberfest Lager Beer,845,Lager - MÃ¤rzen / Oktoberfest,21,Lakefront Brewery Inc,5.7,3.49,18,25,16,42,5,25,65,18,6,15,40,14,107
Barktoberfest,846,Lager - MÃ¤rzen / Oktoberfest,21,Thirsty Dog Brewing Company,6,3.84,18,25,19,61,22,43,82,11,1,14,66,4,137
Clawhammer,847,Lager - MÃ¤rzen / Oktoberfest,21,Highland Brewing,5,3.64,18,25,12,31,5,43,32,13,1,10,51,15,61
Dundee Oktoberfest,848,Lager - MÃ¤rzen / Oktoberfest,21,Genesee Brewing Co / Dundee Brewing Co,5.5,3.42,18,25,14,38,10,30,61,17,0,19,47,11,109
Oktoberfest,849,Lager - MÃ¤rzen / Oktoberfest,21,Sprecher Brewing Company,6,3.77,18,25,16,38,8,25,73,15,1,20,32,9,106
Tuberfest,850,Lager - MÃ¤rzen / Oktoberfest,21,Lagunitas Brewing Company,7.5,3.72,18,25,16,44,11,71,94,46,0,69,130,22,100
Aecht Schlenkerla Rauchbier MÃ¤rzen,901,Lager - Rauchbier,23,Brauerei Heller-Trum / Schlenkerla,5.4,4.13,20,30,8,33,6,30,26,5,4,2,26,124,64
Aecht Schlenkerla Rauchbier Urbock,902,Lager - Rauchbier,23,Brauerei Heller-Trum / Schlenkerla,6.6,4.19,20,30,11,50,11,20,45,4,2,6,17,78,80
Smoke & Dagger,903,Lager - Rauchbier,23,Jack's Abby Brewing,5.8,3.95,20,30,18,90,10,53,71,12,0,26,45,103,128
Aecht Schlenkerla Eiche,904,Lager - Rauchbier,23,Brauerei Heller-Trum / Schlenkerla,8,4.11,20,30,6,47,16,25,47,11,0,13,34,95,58
Aecht Schlenkerla Rauchbier Weizen,905,Lager - Rauchbier,23,Brauerei Heller-Trum / Schlenkerla,5.2,3.97,20,30,10,43,9,14,34,19,0,21,15,122,98
Samuel Adams Cinder BockBoston Beer Company (Samuel Adams),906,Lager - Rauchbier,23,Boston Beer Company (Samuel Adams),9.45,3.62,20,30,2,67,29,16,70,5,7,7,11,75,78
Aecht Schlenkerla Fastenbier (Lentbeer),907,Lager - Rauchbier,23,Brauerei Heller-Trum / Schlenkerla,5.9,4.27,20,30,15,66,12,55,63,7,1,9,69,121,106
Fire In The Ham,908,Lager - Rauchbier,23,Jack's Abby Brewing,5.4,3.87,20,30,14,26,5,15,26,10,3,13,12,109,48
Lager,909,Lager - Rauchbier,23,Brauerei Spezial,4.7,3.76,20,30,23,37,6,8,38,12,4,15,7,77,70
Coffee Smoke & Dagger,910,Lager - Rauchbier,23,Jack's Abby Brewing,5.8,3.89,20,30,20,75,10,122,59,11,1,14,31,72,167
TrÃ¶sten,911,Lager - Rauchbier,23,von Trapp Brewing,6,04.04,20,30,22,75,9,50,60,5,2,11,31,90,114
Rauch Ãœr Bock,912,Lager - Rauchbier,23,Caldera Brewing Company,7.4,04.09,20,30,6,34,8,15,74,17,2,19,12,99,64
Eisenbahn Rauchbier,913,Lager - Rauchbier,23,Cervejaria Sudbrack Ltda,6.3,3.9,20,30,13,38,14,27,74,14,0,22,27,95,100
SWISHR - Cherry,914,Lager - Rauchbier,23,Carton Brewing Company,6,04.04,20,30,8,29,2,36,25,20,0,32,19,54,54
Ludwig's Revenge,915,Lager - Rauchbier,23,Roy Pitz Brewing Company,5,3.86,20,30,16,69,8,38,55,3,0,3,17,65,83
GÃ¶ller Rauchbier,916,Lager - Rauchbier,23,Brauerei GÃ¶ller Zur Alten Freyung,4.9,3.94,20,30,13,46,11,26,45,18,6,18,42,84,80
Saranac Rauchbier Smoked Lager,917,Lager - Rauchbier,23,Matt Brewing Company / Saranac Brewery,5.6,3.31,20,30,15,49,8,21,27,14,0,14,29,76,72
Punkrauch,918,Lager - Rauchbier,23,Le Trou Du Diable,6.5,3.7,20,30,12,58,11,28,69,16,1,18,21,100,96
ZwÃ¶nitzer Rauchbier,919,Lager - Rauchbier,23,Brauerei-Gasthof ZwÃ¶nitz,4.8,3.74,20,30,8,53,11,33,23,1,0,3,30,122,70
Roog,920,Lager - Rauchbier,23,BraufactuM - Die Internationale Brau-Manufacturen GmbH,6.3,3.63,20,30,5,33,11,16,45,18,3,32,14,60,75
Orange Swisher,921,Lager - Rauchbier,23,Carton Brewing Company,6,3.94,20,30,3,12,3,21,2,16,0,19,12,35,19
Rauchbier,922,Lager - Rauchbier,23,Southern Star Brewing Company,5.6,3.53,20,30,19,33,11,20,30,13,0,7,27,105,53
Chicago Smoke,923,Lager - Rauchbier,23,Revolution Brewing,6.2,3.74,20,30,2,12,2,3,14,0,0,2,1,28,19
Bonfire Of The Valkyries,924,Lager - Rauchbier,23,New Albanian Brewing Company - Pizzeria and Public House,8,3.75,20,30,12,84,11,45,60,5,2,2,23,96,98
Friar Bacon Smoked Bock,925,Lager - Rauchbier,23,Listermann Brewing Company,7,3.71,20,30,5,25,6,6,32,5,1,9,3,65,25
Rauchbier,926,Lager - Rauchbier,23,Sly Fox Brewing Company,5.2,04.04,20,30,16,45,13,24,38,6,2,3,25,107,69
MÃ¤rzen,927,Lager - Rauchbier,23,Brauerei Spezial,5.3,04.08,20,30,17,49,6,26,53,17,0,15,27,90,79
Aecht Schlenkerla KrÃ¤usen,928,Lager - Rauchbier,23,Brauerei Heller-Trum / Schlenkerla,4.55,04.06,20,30,29,56,12,22,23,13,1,6,28,93,67
Smoky MaryNew Orleans Lager & Ale Brewing Company (NOLA),929,Lager - Rauchbier,23,New Orleans Lager & Ale Brewing Company (NOLA),5.3,3.96,20,30,3,11,3,6,15,2,0,2,6,51,34
Smoke Out,930,Lager - Rauchbier,23,Starr Hill Brewery,8,3.53,20,30,3,30,3,3,23,10,1,7,2,33,22
Deep Purple Rauchbier,931,Lager - Rauchbier,23,Marshall Wharf Brewing Company / Three Tides Restaurant,6.2,3.84,20,30,2,11,4,3,16,6,0,6,5,38,18
Manzanita,932,Lager - Rauchbier,23,Fort Point Beer Company,6.5,04.02,20,30,3,9,0,5,10,2,0,3,4,21,19
The Lubitsch Touch,933,Lager - Rauchbier,23,Right Proper Brewing Company - Shaw Brewpub,4.7,3.95,20,30,3,12,0,1,1,2,1,4,3,17,11
Schwarzer Rauch,934,Lager - Rauchbier,23,Live Oak Brewing Company,4.5,3.77,20,30,3,11,3,0,9,1,0,3,1,14,22
Smokey The Beer,935,Lager - Rauchbier,23,Zero Gravity Craft Brewery / American Flatbread,5.2,3.98,20,30,4,12,2,5,11,0,0,0,7,19,22
Smokin',936,Lager - Rauchbier,23,Great North Aleworks,5.5,3.94,20,30,3,9,0,9,9,2,2,4,14,33,27
Smoke Monster,937,Lager - Rauchbier,23,Black Husky Brewing,9.9,4.2,20,30,6,29,4,9,16,5,0,1,8,56,29
Rauchbier,938,Lager - Rauchbier,23,Iron Hill Brewery & Restaurant,3.8,3.98,20,30,10,32,12,10,56,27,2,32,6,87,45
Peach Swisher,939,Lager - Rauchbier,23,Carton Brewing Company,6,3.96,20,30,4,8,0,8,4,2,0,21,7,15,11
Weiherer Rauch,940,Lager - Rauchbier,23,Brauerei Gasthof KundmÃ¼ller,5.3,3.52,20,30,11,29,8,19,24,13,0,9,24,54,27
Wildfire Rauchbier,941,Lager - Rauchbier,23,Penobscot Bay Brewery,5.4,3.58,20,30,10,32,3,14,42,14,0,16,9,57,70
Affumicator,942,Lager - Rauchbier,23,GÃ¤nstaller Braumanufaktur,9.8,3.96,20,30,3,20,10,7,29,2,0,6,10,36,25
Smokehaus Rauchbier,943,Lager - Rauchbier,23,Devils Backbone Brewing Company,5.3,3.64,20,30,1,6,1,2,7,0,0,0,1,17,12
Weisser Rauch,944,Lager - Rauchbier,23,Live Oak Brewing Company,5.3,3.81,20,30,1,1,1,2,3,3,0,3,3,11,4
Smoked Lager,945,Lager - Rauchbier,23,Bell's Brewery - Eccentric CafÃ© & General Store,5.9,3.59,20,30,9,13,2,4,6,3,0,3,4,42,20
Hallerndorfer Raiterla Rauchbier,946,Lager - Rauchbier,23,Brauerei Gasthof Rittmayer,5,3.83,20,30,6,13,6,8,16,2,3,3,10,34,27
Rauchbock,947,Lager - Rauchbier,23,Appalachian Brewing Company,7,3.66,20,30,6,26,9,15,17,3,0,4,19,55,42
Bamberg Rauchbier,948,Lager - Rauchbier,23,Micro Cervejaria Bamberg,4.8,3.65,20,30,8,9,5,2,7,3,0,2,2,23,20
Rauchbier,949,Lager - Rauchbier,23,Fort Hill Brewery,5.9,3.55,20,30,4,10,5,2,11,8,0,8,3,24,26
Bishop Bob's Holy Smoke,950,Lager - Rauchbier,23,Dragonmead Microbrewery,5.6,3.65,20,30,3,15,1,5,19,4,2,5,6,37,30
Samuel Adams Black LagerBoston Beer Company (Samuel Adams),951,Lager - Schwarzbier,24,Boston Beer Company (Samuel Adams),4.9,3.73,20,30,16,57,3,45,38,3,0,5,18,4,94
Schwarzbier,952,Lager - Schwarzbier,24,KÃ¶stritzer Schwarzbierbrauerei GmbH & Co,4.8,3.92,20,30,26,80,13,59,51,17,1,13,41,24,123
Shiner Bohemian Black Lager,953,Lager - Schwarzbier,24,Spoetzl Brewery,4.9,3.47,20,30,8,47,6,52,36,4,0,5,35,5,91
Xingu Black Beer,954,Lager - Schwarzbier,24,Cervejaria Kaiser,4.7,3.49,20,30,12,62,7,21,41,11,1,22,10,5,69
Baba Black Lager,955,Lager - Schwarzbier,24,Uinta Brewing Company,4,3.77,20,30,28,69,4,48,41,9,0,9,29,13,101
Saranac Black Forest Black Beer,956,Lager - Schwarzbier,24,Matt Brewing Company / Saranac Brewery,5.5,3.75,20,30,19,43,3,31,57,10,0,15,34,3,73
Howl,957,Lager - Schwarzbier,24,Magic Hat Brewing Company,4.6,3.68,20,30,22,74,7,69,42,4,0,2,33,14,114
Black Bavarian,958,Lager - Schwarzbier,24,Sprecher Brewing Company,6,04.07,20,30,9,59,9,58,37,4,0,3,30,9,107
Session Black Lager,959,Lager - Schwarzbier,24,Full Sail Brewing Company,5.4,3.69,20,30,7,29,7,19,25,8,0,6,12,4,49
MÃ¶nchshof Schwarzbier,960,Lager - Schwarzbier,24,Kulmbacher Brauerei AG,4.9,04.06,20,30,13,70,5,43,52,11,1,14,34,7,100
KCCO Black Lager,961,Lager - Schwarzbier,24,Resignation Brewery,5.1,3.39,20,30,14,40,2,45,34,9,0,8,25,4,80
Rogue Farms Dirtoir Black Lager,962,Lager - Schwarzbier,24,Rogue Ales,6,04.03,20,30,18,104,17,82,60,6,0,14,70,22,151
Ugly Pug Black Lager,963,Lager - Schwarzbier,24,Rahr & Sons Brewing Company,4.5,3.65,20,30,14,53,4,40,55,2,1,1,26,8,75
Black Lager,964,Lager - Schwarzbier,24,Devils Backbone Brewing Company,5.1,3.84,20,30,24,50,6,37,46,5,0,7,19,15,107
KruÅ¡ovice Cerne,965,Lager - Schwarzbier,24,KrÃ¡lovskÃ½ Pivovar KruÅ¡ovice as,3.8,3.59,20,30,24,58,3,58,40,6,0,7,49,6,91
McSorley's Irish Black Lager,966,Lager - Schwarzbier,24,Pabst Brewing Company,5.5,3.49,20,30,31,73,5,68,64,11,0,9,55,2,123
Schwarzbier,967,Lager - Schwarzbier,24,The Duck-Rabbit Craft Brewery,5.8,04.02,20,30,21,78,6,83,37,3,2,5,59,26,131
Insulated Dark Lager,968,Lager - Schwarzbier,24,Brooklyn Brewery,5.6,3.86,20,30,22,63,8,56,46,4,0,7,42,8,104
Dark Helmet,969,Lager - Schwarzbier,24,Westbrook Brewing Co,6,3.86,20,30,7,61,2,46,34,2,0,2,30,14,109
Krombacher Dark,970,Lager - Schwarzbier,24,Krombacher Brauerei,4.7,3.49,20,30,17,47,3,34,36,1,0,1,24,8,88
Einbecker Schwarzbier,971,Lager - Schwarzbier,24,Einbecker Brauhaus AG,4.9,3.78,20,30,21,69,6,56,59,13,0,26,47,5,131
S1nist0r Black Ale,972,Lager - Schwarzbier,24,10 Barrel Brewing Co,5.7,3.65,20,30,10,67,10,47,31,15,0,12,31,12,79
Schwarzbier,973,Lager - Schwarzbier,24,Gordon Biersch Brewery Restaurant,4.2,3.71,20,30,21,72,0,40,54,7,1,4,11,15,107
Black Thunder,974,Lager - Schwarzbier,24,Austin Beerworks,5.2,3.75,20,30,23,70,4,61,47,9,0,6,41,4,127
BREWtality - Espresso Black Bier,975,Lager - Schwarzbier,24,Midnight Sun Brewing Co,9.7,4.14,20,30,16,129,40,143,92,19,0,22,39,13,214
Sustenance Black Beer - Bourbon Barrel-Aged,976,Lager - Schwarzbier,24,Short's Brewing Company,6.5,04.05,20,30,14,98,126,28,67,23,0,17,18,31,159
Reasonably Corrupt,977,Lager - Schwarzbier,24,Great Raft Brewing,5.5,3.91,20,30,31,84,11,72,71,13,2,10,70,21,139
Sustenance Black Bier,978,Lager - Schwarzbier,24,Short's Brewing Company,6,3.8,20,30,20,101,22,89,71,27,0,21,70,30,119
Dark Helmet Imperial Schwarzbier,979,Lager - Schwarzbier,24,The Brew Kettle Taproom & Smokehouse / Production Works,8,3.78,20,30,15,86,28,48,96,19,0,22,34,23,140
Blackwing Lager,980,Lager - Schwarzbier,24,Union Craft Brewing Company,4.9,3.86,20,30,31,46,9,63,39,11,1,11,50,7,93
Zeitgeist,981,Lager - Schwarzbier,24,BrewDog,4.9,3.67,20,30,31,88,9,70,67,20,1,21,46,14,123
Das Kleine Schwarz Einhorn,982,Lager - Schwarzbier,24,3 Floyds Brewing Co,5.5,3.97,20,30,11,55,3,41,38,0,0,2,19,12,94
LA-31 BiÃ¨re Noire,983,Lager - Schwarzbier,24,Bayou Teche Brewery,5.25,3.62,20,30,13,57,7,41,46,16,0,14,27,5,90
Black Radish Dark Lager,984,Lager - Schwarzbier,24,Weeping Radish Eco Farm & Brewery,5.3,3.44,20,30,20,66,5,52,47,11,0,11,28,6,113
Samuel Adams Coffee Black LagerBoston Beer Company (Samuel Adams),985,Lager - Schwarzbier,24,Boston Beer Company (Samuel Adams),4.9,3.75,20,30,17,73,7,111,45,5,1,4,33,8,139
Stargrazer,986,Lager - Schwarzbier,24,Bauhaus Brew Labs,5,3.88,20,30,18,68,6,43,42,7,0,8,36,7,89
Das Schwarze,987,Lager - Schwarzbier,24,Dinkelacker-Schwabenbraeu AG,4.9,3.7,20,30,18,72,2,45,68,8,0,11,36,5,134
Magnetron,988,Lager - Schwarzbier,24,Metropolitan Brewing,5.5,04.02,20,30,20,86,5,56,66,13,1,8,44,11,136
5 O'Clock Shadow,989,Lager - Schwarzbier,24,Grand Teton Brewing Co,7.6,04.08,20,30,20,96,20,59,64,7,0,7,34,14,124
Monteith's Black,990,Lager - Schwarzbier,24,Monteith's Brewing Co,5.2,3.59,20,30,12,77,7,40,61,8,0,4,17,8,108
B3K Black Lager,991,Lager - Schwarzbier,24,Wynkoop Brewing Company,5.5,3.56,20,30,34,63,11,49,46,9,0,5,29,24,104
Miner Mishap,992,Lager - Schwarzbier,24,Choc Beer Co / Pete's Place,5.3,3.61,20,30,18,81,13,58,82,14,0,5,29,15,121
Sessions Black Lager Schwarzbier,993,Lager - Schwarzbier,24,The Schlafly Tap Room,5,3.64,20,30,25,63,13,53,63,14,0,7,42,10,125
Saranac Black Lager,994,Lager - Schwarzbier,24,Matt Brewing Company / Saranac Brewery,5.5,3.36,20,30,8,67,9,52,50,5,0,5,53,4,103
Herold Bohemian Black Lager,995,Lager - Schwarzbier,24,Pivovar Herold BÅ™eznice As,5.2,4,20,30,14,83,9,71,71,17,0,27,43,23,128
8th Sin Black Lager,996,Lager - Schwarzbier,24,Hop City Brewing Co,5,3.61,20,30,7,73,8,54,61,11,0,9,25,16,112
Budweiser Reserve Black Lager,997,Lager - Schwarzbier,24,Anheuser-Busch,7.1,3.82,20,30,13,54,31,23,48,7,0,16,10,11,99
Double Black LagerBoston Beer Company (Samuel Adams),999,Lager - Schwarzbier,24,Boston Beer Company (Samuel Adams),7,3.92,20,30,14,87,11,49,82,21,0,29,22,32,110
Winter Lager,1000,Lager - Schwarzbier,24,Brooklyn Brewery,5.6,3.67,20,30,23,80,11,75,65,15,1,21,67,16,124
Samuel Adams Boston LagerBoston Beer Company (Samuel Adams),1001,Lager - Vienna,25,Boston Beer Company (Samuel Adams),5,3.76,15,30,17,25,4,41,33,10,0,7,54,7,83
Eliot Ness,1002,Lager - Vienna,25,Great Lakes Brewing Co,6.1,04.09,15,30,16,37,9,39,44,12,0,22,42,5,78
Dos Equis Ambar,1003,Lager - Vienna,25,CervecerÃ­a CuauhtÃ©moc Moctezuma SA de CV,4.7,3.14,15,30,14,32,3,28,53,11,3,10,57,16,94
Vienna Lager,1004,Lager - Vienna,25,Devils Backbone Brewing Company,5.2,3.76,15,30,7,30,2,31,31,8,0,4,44,3,67
Red Lager,1006,Lager - Vienna,25,Jacob Leinenkugel Brewing Company,4.9,3.12,15,30,17,26,7,42,28,4,0,6,65,7,80
Victoria,1007,Lager - Vienna,25,Grupo Modelo SA de CV,4,2.97,15,30,10,16,5,9,23,7,0,4,14,8,54
Schell's FireBrick,1008,Lager - Vienna,25,August Schell Brewing Company,5,3.73,15,30,11,35,8,42,40,12,0,10,55,16,85
Penn Pilsner,1009,Lager - Vienna,25,Pennsylvania Brewing Company,5,3.64,15,30,25,37,4,31,39,9,0,10,45,2,88
Beerito,1010,Lager - Vienna,25,Oskar Blues Grill & Brew,4,3.7,15,30,22,46,5,43,53,13,0,17,71,8,113
Special Amber,1011,Lager - Vienna,25,Sprecher Brewing Company,5,3.63,15,30,14,38,7,51,57,23,0,28,71,12,90
Vienna Style Lager,1012,Lager - Vienna,25,von Trapp Brewing,5.2,3.83,15,30,31,48,4,46,66,20,6,19,77,18,128
Indio,1013,Lager - Vienna,25,CervecerÃ­a CuauhtÃ©moc Moctezuma SA de CV,4.1,3.24,15,30,4,24,4,8,40,8,4,6,8,1,58
Schild Brau Amber,1014,Lager - Vienna,25,Millstream Brewing Company,4.9,3.63,15,30,24,30,13,37,72,19,4,12,48,5,117
Big Bark Amber Lager,1015,Lager - Vienna,25,Live Oak Brewing Company,4.9,3.74,15,30,16,33,11,35,31,13,1,9,56,5,91
Saranac Season's Best - Nut Brown Lager,1016,Lager - Vienna,25,Matt Brewing Company / Saranac Brewery,5.3,3.5,15,30,26,39,9,46,54,9,1,10,51,12,130
Cutlass Vienna-Style Lager,1017,Lager - Vienna,25,Heavy Seas Beer,5.4,3.51,15,30,26,34,5,29,55,16,5,19,58,4,104
Dynamo Copper Lager,1018,Lager - Vienna,25,Metropolitan Brewing,5.8,3.81,15,30,19,41,8,40,57,11,4,15,55,6,112
Rusty Chain,1019,Lager - Vienna,25,Flying Bison Brewing Company,5.2,3.45,15,30,14,45,7,38,53,9,0,5,48,7,80
The Raven Special Lager,1020,Lager - Vienna,25,BW Beer Works USA,5.25,3.41,15,30,24,30,7,26,54,17,1,18,37,11,92
Jenny Lake Lager,1021,Lager - Vienna,25,Snake River Brewing Company & Brewpub,4.8,3.76,15,30,12,54,8,35,78,11,3,16,53,2,134
Churchville Lager,1022,Lager - Vienna,25,Neshaminy Creek Brewing Company,4.9,3.73,15,30,31,26,8,50,40,9,0,9,76,7,86
1906 Reserva Especial,1023,Lager - Vienna,25,Hijos De Rivera SA,6.5,3.29,15,30,21,26,9,34,47,10,3,10,61,7,88
Sunshine State FL-Lager.,1024,Lager - Vienna,25,Florida Beer Company,5.1,3.14,15,30,15,22,5,18,44,14,1,17,24,3,83
Pietra (Amber),1025,Lager - Vienna,25,Brasserie Pietra,6,3.28,15,30,25,28,18,26,51,19,0,9,57,5,126
Mac Queen's Nessie,1026,Lager - Vienna,25,Brauerei Schloss Eggenberg,5,3.31,15,30,16,45,46,28,66,32,2,30,44,21,113
Lager,1027,Lager - Vienna,25,Lakewood Brewing Company,4.6,3.57,15,30,28,45,8,48,77,13,1,9,56,12,125
Wild Hop Organic Amber LagerGreen Valley Brewing Company (Crooked Creek),1028,Lager - Vienna,25,Green Valley Brewing Company (Crooked Creek),0,03.07,15,30,24,40,8,48,34,20,0,12,63,4,58
Oktoberfest,1029,Lager - Vienna,25,Hinterland Brewery Restaurant,6,3.78,15,30,26,61,16,70,35,26,2,22,91,4,112
Menabrea Ambrata,1030,Lager - Vienna,25,Birra Menabrea SpA,5,3.22,15,30,19,35,4,27,58,13,0,12,36,3,108
Ybor Gold Amber Lager,1031,Lager - Vienna,25,Florida Beer Company,4.6,3.25,15,30,20,26,2,28,37,13,5,9,43,5,73
Bohemia Oscura,1032,Lager - Vienna,25,CervecerÃ­a CuauhtÃ©moc Moctezuma SA de CV,5.5,3.42,15,30,13,39,11,24,50,11,0,17,25,2,107
Sublime Mexican Lager,1033,Lager - Vienna,25,AleSmith Brewing Company,5.2,3.75,15,30,25,33,5,37,40,14,1,17,47,5,76
Saranac Winter Lager,1034,Lager - Vienna,25,Matt Brewing Company / Saranac Brewery,5.9,3.45,15,30,12,34,3,30,62,1,0,2,41,14,102
Danish Red Lager,1035,Lager - Vienna,25,Figueroa Mountain Brewing Co,5,3.69,15,30,19,43,8,27,51,15,0,17,38,2,88
Shiner Bavarian Style Amber,1036,Lager - Vienna,25,Spoetzl Brewery,4.9,3.48,15,30,23,43,7,55,49,12,5,14,80,5,100
Left Coast Una Mas Amber Lager,1037,Lager - Vienna,25,Left Coast Brewing Company,6.4,3.47,15,30,12,31,11,30,58,16,0,11,42,6,98
Vienna Red Lager,1038,Lager - Vienna,25,Iron Hill Brewery & Restaurant,4.4,3.59,15,30,29,58,4,39,59,12,0,11,53,7,102
Molson OV (Old Vienna),1039,Lager - Vienna,25,Molson Coors Canada,5,2.8,15,30,21,43,5,26,40,10,1,5,36,2,58
Vienna-Style Amber Lager,1040,Lager - Vienna,25,Tommyknocker Brewery,5.5,3.23,15,30,26,46,10,33,70,29,1,30,46,8,84
Dockside Amber Lager,1041,Lager - Vienna,25,Wagner Valley Brewing Co,5.1,3.37,15,30,19,41,5,30,65,8,1,8,39,3,84
Red Stallion,1042,Lager - Vienna,25,Crescent City Brewhouse,5.8,3.3,15,30,8,38,6,27,14,9,0,8,31,3,51
Fat Cat Lager,1043,Lager - Vienna,25,The Fat Cat Beer Company,4.9,3.11,15,30,16,27,5,22,49,33,0,27,25,4,67
Westfalia,1044,Lager - Vienna,25,Fort Point Beer Company,5.6,3.86,15,30,4,21,2,5,46,9,1,21,6,2,46
Indians Lager,1045,Lager - Vienna,25,Sun King Brewing Company,5.4,3.62,15,30,11,21,2,16,28,11,0,15,22,2,44
P.J.W. Copper Lager,1046,Lager - Vienna,25,Victory Brewing Company - Downingtown,5.6,3.47,15,30,7,10,1,13,22,7,0,5,22,2,39
Tuborg Classic,1047,Lager - Vienna,25,Tuborgs Bryggerier A/S,4.6,2.99,15,30,15,10,8,25,10,2,1,2,31,2,34
Vienna Style Lager,1048,Lager - Vienna,25,Double Nickel Brewing Company,5.3,3.77,15,30,18,45,1,46,48,13,3,26,67,7,95
Trailhead,1049,Lager - Vienna,25,Wellington County Brewery,4.5,3,15,30,27,41,6,44,48,19,3,20,63,1,71
Vienna Lager,1050,Lager - Vienna,25,Community Beer Company,5.2,3.74,15,30,6,10,2,7,10,2,0,3,8,2,29
Faro,5151,Lambic - Faro,118,Brouwerij Lindemans,4.5,3.72,0,10,20,33,6,1,159,141,0,104,18,13,40
